,p_val,avg_log2FC,pct.1,pct.2,pct.diff,p_val_adj,cluster,gene
BTF3L4,7.87E-147,-0.291091891,0.054,0.28,-0.226,2.37E-142,Neutrophils,BTF3L4
NDUFA10,9.44E-147,-0.293730671,0.033,0.24,-0.207,2.85E-142,Neutrophils,NDUFA10
YIF1A.1,1.41E-146,-0.294048928,0.007,0.19,-0.183,4.25E-142,Neutrophils,YIF1A
GGA2.2,2.20E-146,-0.3141797,0.004,0.184,-0.18,6.65E-142,Neutrophils,GGA2
PIH1D1.1,2.34E-146,-0.298497615,0.007,0.19,-0.183,7.05E-142,Neutrophils,PIH1D1
A2M.11,3.40E-146,-0.409250346,0.002,0.179,-0.177,1.02E-141,Neutrophils,A2M
TMED3.1,3.49E-146,-0.29367679,0.001,0.179,-0.178,1.05E-141,Neutrophils,TMED3
SSNA1,3.92E-146,-0.297905871,0.069,0.306,-0.237,1.18E-141,Neutrophils,SSNA1
EPRS.1,4.45E-146,-0.314965199,0.009,0.193,-0.184,1.34E-141,Neutrophils,EPRS
PPP3CA.1,9.16E-146,0.610334616,0.339,0.209,0.13,2.76E-141,Neutrophils,PPP3CA
MTCH2,9.28E-146,-0.288820754,0.009,0.193,-0.184,2.80E-141,Neutrophils,MTCH2
MRPS5,2.49E-145,-0.303193103,0.018,0.21,-0.192,7.53E-141,Neutrophils,MRPS5
NONO,3.42E-145,-0.29684276,0.071,0.309,-0.238,1.03E-140,Neutrophils,NONO
TNFAIP8.4,1.17E-144,-0.331992269,0.109,0.372,-0.263,3.52E-140,Neutrophils,TNFAIP8
ITGB1BP1,1.22E-144,-0.308580949,0.029,0.231,-0.202,3.68E-140,Neutrophils,ITGB1BP1
NDE1,1.31E-144,0.525910579,0.218,0.096,0.122,3.94E-140,Neutrophils,NDE1
TMED2.2,1.37E-144,-0.310704137,0.116,0.388,-0.272,4.12E-140,Neutrophils,TMED2
DDX39A,1.62E-144,-0.305661389,0.02,0.214,-0.194,4.90E-140,Neutrophils,DDX39A
TMEM126B,1.66E-144,-0.295696888,0.02,0.213,-0.193,5.00E-140,Neutrophils,TMEM126B
CISD2.2,2.39E-144,-0.290073717,0.028,0.229,-0.201,7.20E-140,Neutrophils,CISD2
SMARCB1.3,3.05E-144,-0.298870604,0.012,0.198,-0.186,9.21E-140,Neutrophils,SMARCB1
PLA2G16.5,3.33E-144,-0.332271045,0.006,0.185,-0.179,1.01E-139,Neutrophils,PLA2G16
NFKB2,3.51E-144,0.56705981,0.257,0.128,0.129,1.06E-139,Neutrophils,NFKB2
TRIM44.1,5.22E-144,-0.302440524,0.003,0.179,-0.176,1.58E-139,Neutrophils,TRIM44
YWHAB,6.10E-144,0.338859843,0.62,0.638,-0.018,1.84E-139,Neutrophils,YWHAB
DPY30,6.15E-144,-0.279823935,0.064,0.295,-0.231,1.86E-139,Neutrophils,DPY30
SLC4A7,7.18E-144,-0.339501311,0.009,0.19,-0.181,2.17E-139,Neutrophils,SLC4A7
TPRKB,8.82E-144,-0.286501042,0.018,0.209,-0.191,2.66E-139,Neutrophils,TPRKB
CHCHD7.1,9.09E-144,-0.295418019,0.033,0.237,-0.204,2.74E-139,Neutrophils,CHCHD7
MAPKAPK2.2,9.53E-144,0.574296372,0.27,0.14,0.13,2.87E-139,Neutrophils,MAPKAPK2
SLC38A1.8,1.16E-143,-0.39277432,0.013,0.199,-0.186,3.49E-139,Neutrophils,SLC38A1
PIK3R1.6,1.44E-143,-0.369412741,0.067,0.293,-0.226,4.35E-139,Neutrophils,PIK3R1
OPTN.10,1.69E-143,-0.364316824,0.003,0.178,-0.175,5.10E-139,Neutrophils,OPTN
RDX.2,1.80E-143,-0.311816673,0.005,0.184,-0.179,5.44E-139,Neutrophils,RDX
OXNAD1.9,2.19E-143,-0.396661779,0.002,0.177,-0.175,6.60E-139,Neutrophils,OXNAD1
NSMCE1.1,2.35E-143,-0.308977522,0.026,0.224,-0.198,7.10E-139,Neutrophils,NSMCE1
C6orf62.2,2.84E-143,0.589086591,0.416,0.307,0.109,8.56E-139,Neutrophils,C6orf62
GSTK1.2,3.13E-143,-0.339741422,0.195,0.523,-0.328,9.43E-139,Neutrophils,GSTK1
PPP1R14B.3,3.32E-143,-0.360865639,0.033,0.235,-0.202,1.00E-138,Neutrophils,PPP1R14B
GPI.1,3.72E-143,-0.293758302,0.027,0.224,-0.197,1.12E-138,Neutrophils,GPI
NARF,8.39E-143,0.590466492,0.292,0.162,0.13,2.53E-138,Neutrophils,NARF
POLR2F,1.05E-142,-0.280725798,0.056,0.278,-0.222,3.15E-138,Neutrophils,POLR2F
PDCD2,1.06E-142,-0.296995246,0.024,0.219,-0.195,3.19E-138,Neutrophils,PDCD2
RNASEK.3,1.07E-142,-0.374708028,0.13,0.399,-0.269,3.24E-138,Neutrophils,RNASEK
TFE3,1.11E-142,0.455112491,0.166,0.06,0.106,3.34E-138,Neutrophils,TFE3
RRP12,1.12E-142,0.396187706,0.133,0.042,0.091,3.39E-138,Neutrophils,RRP12
RCN2.2,1.67E-142,-0.30889312,0.017,0.206,-0.189,5.05E-138,Neutrophils,RCN2
MRPL55.1,1.78E-142,-0.288704208,0.027,0.224,-0.197,5.37E-138,Neutrophils,MRPL55
SNRNP40,1.83E-142,-0.296902056,0.009,0.189,-0.18,5.53E-138,Neutrophils,SNRNP40
KDELR2.4,2.04E-142,-0.300564474,0.086,0.332,-0.246,6.15E-138,Neutrophils,KDELR2
GNPTAB.3,2.58E-142,-0.3438433,0.034,0.236,-0.202,7.78E-138,Neutrophils,GNPTAB
USP14,2.68E-142,-0.298134423,0.005,0.182,-0.177,8.07E-138,Neutrophils,USP14
NR4A1.7,3.38E-142,-0.384831736,0.016,0.203,-0.187,1.02E-137,Neutrophils,NR4A1
MRPL47,3.81E-142,-0.284362101,0.019,0.208,-0.189,1.15E-137,Neutrophils,MRPL47
PDHB,5.89E-142,-0.295515176,0.011,0.193,-0.182,1.78E-137,Neutrophils,PDHB
DDRGK1.2,9.83E-142,-0.292090363,0.021,0.212,-0.191,2.97E-137,Neutrophils,DDRGK1
C9orf78,9.97E-142,-0.297343058,0.079,0.319,-0.24,3.01E-137,Neutrophils,C9orf78
RFC1.2,1.07E-141,-0.309662372,0.02,0.211,-0.191,3.24E-137,Neutrophils,RFC1
AHR.7,1.34E-141,-0.338581819,0.008,0.188,-0.18,4.05E-137,Neutrophils,AHR
CHCHD5,1.63E-141,-0.288830549,0.025,0.22,-0.195,4.93E-137,Neutrophils,CHCHD5
REXO2.2,1.67E-141,-0.300583476,0.006,0.184,-0.178,5.03E-137,Neutrophils,REXO2
GRSF1.1,1.94E-141,-0.289679987,0.01,0.191,-0.181,5.84E-137,Neutrophils,GRSF1
GLUD1,1.98E-141,-0.287842047,0.024,0.219,-0.195,5.97E-137,Neutrophils,GLUD1
LRP1.13,2.10E-141,-0.377377394,0.003,0.177,-0.174,6.35E-137,Neutrophils,LRP1
GRHPR,3.65E-141,-0.281042237,0.009,0.188,-0.179,1.10E-136,Neutrophils,GRHPR
PFKL.1,3.78E-141,-0.290864853,0.026,0.22,-0.194,1.14E-136,Neutrophils,PFKL
PPM1G.3,4.18E-141,-0.297277285,0.057,0.278,-0.221,1.26E-136,Neutrophils,PPM1G
STAG2.2,4.86E-141,0.600594671,0.368,0.247,0.121,1.47E-136,Neutrophils,STAG2
ACAA2,5.03E-141,-0.293618249,0.005,0.18,-0.175,1.52E-136,Neutrophils,ACAA2
CCDC124,8.93E-141,-0.279726382,0.013,0.197,-0.184,2.70E-136,Neutrophils,CCDC124
HPRT1,1.01E-140,-0.287577382,0.019,0.208,-0.189,3.05E-136,Neutrophils,HPRT1
IMP4.1,1.04E-140,-0.286304044,0.008,0.187,-0.179,3.15E-136,Neutrophils,IMP4
LCP2.3,2.23E-140,0.59018697,0.419,0.315,0.104,6.73E-136,Neutrophils,LCP2
PCNX1,2.88E-140,0.58890736,0.282,0.153,0.129,8.68E-136,Neutrophils,PCNX1
PTPN7.7,2.92E-140,-0.348961727,0.037,0.24,-0.203,8.80E-136,Neutrophils,PTPN7
AL445524.1,3.10E-140,0.372797198,0.133,0.042,0.091,9.34E-136,Neutrophils,AL445524.1
ZNF22.1,3.76E-140,-0.301580129,0.001,0.172,-0.171,1.13E-135,Neutrophils,ZNF22
MAGED2.3,4.67E-140,-0.31519773,0.011,0.191,-0.18,1.41E-135,Neutrophils,MAGED2
NUPR1.14,8.25E-140,-0.570134334,0.006,0.18,-0.174,2.49E-135,Neutrophils,NUPR1
MPC2.2,9.70E-140,-0.31026726,0.08,0.319,-0.239,2.93E-135,Neutrophils,MPC2
MRPL16.1,1.21E-139,-0.285399438,0.005,0.179,-0.174,3.65E-135,Neutrophils,MRPL16
NLRP1.1,1.27E-139,0.549944401,0.251,0.125,0.126,3.83E-135,Neutrophils,NLRP1
ALG5.2,1.43E-139,-0.28537714,0.005,0.18,-0.175,4.30E-135,Neutrophils,ALG5
TMEM126A,3.29E-139,-0.278910603,0.004,0.177,-0.173,9.94E-135,Neutrophils,TMEM126A
SMS.5,4.46E-139,-0.311031364,0.065,0.29,-0.225,1.35E-134,Neutrophils,SMS
STAT1.2,6.97E-139,0.642922773,0.384,0.268,0.116,2.10E-134,Neutrophils,STAT1
HSPA1B.7,1.21E-138,-0.486567213,0.09,0.313,-0.223,3.65E-134,Neutrophils,HSPA1B
NAXE.1,1.28E-138,-0.284981703,0.003,0.173,-0.17,3.87E-134,Neutrophils,NAXE
PRF1.13,1.29E-138,-0.52631656,0.005,0.177,-0.172,3.89E-134,Neutrophils,PRF1
MTHFS,1.35E-138,0.59819247,0.294,0.167,0.127,4.08E-134,Neutrophils,MTHFS
AK6.2,1.38E-138,-0.295813284,0.027,0.221,-0.194,4.16E-134,Neutrophils,AK6
SEMA4B,1.90E-138,0.375117505,0.134,0.042,0.092,5.73E-134,Neutrophils,SEMA4B
MDFIC.3,1.94E-138,-0.320920471,0.004,0.177,-0.173,5.85E-134,Neutrophils,MDFIC
ST3GAL2.1,2.00E-138,0.437583551,0.16,0.058,0.102,6.03E-134,Neutrophils,ST3GAL2
URI1.2,2.10E-138,-0.310693061,0.006,0.179,-0.173,6.34E-134,Neutrophils,URI1
SEPT2.2,3.00E-138,-0.308248563,0.108,0.365,-0.257,9.05E-134,Neutrophils,02-Sep
LTB.11,3.16E-138,0.4384957,0.585,0.405,0.18,9.54E-134,Neutrophils,LTB
NDUFA9.2,3.24E-138,-0.28179604,0.005,0.179,-0.174,9.77E-134,Neutrophils,NDUFA9
EIF4E,3.59E-138,-0.287164992,0.042,0.248,-0.206,1.08E-133,Neutrophils,EIF4E
ETS2.13,3.76E-138,0.577622173,0.368,0.237,0.131,1.14E-133,Neutrophils,ETS2
FN1.11,4.68E-138,-0.474275274,0.01,0.186,-0.176,1.41E-133,Neutrophils,FN1
TXNL1.1,4.89E-138,-0.283672405,0.066,0.292,-0.226,1.48E-133,Neutrophils,TXNL1
SNHG12.1,5.70E-138,-0.323603346,0.011,0.189,-0.178,1.72E-133,Neutrophils,SNHG12
SPINT2.10,5.81E-138,-0.313098576,0.078,0.311,-0.233,1.75E-133,Neutrophils,SPINT2
MRPS23,1.24E-137,-0.276151985,0.003,0.174,-0.171,3.75E-133,Neutrophils,MRPS23
CIRBP.5,2.12E-137,-0.378165762,0.298,0.673,-0.375,6.39E-133,Neutrophils,CIRBP
ERLEC1.3,2.31E-137,-0.300265291,0.016,0.198,-0.182,6.97E-133,Neutrophils,ERLEC1
FUOM.2,2.44E-137,-0.286715072,0,0.168,-0.168,7.37E-133,Neutrophils,FUOM
KLF3.2,3.01E-137,0.576697669,0.299,0.171,0.128,9.07E-133,Neutrophils,KLF3
PPP1R7,3.05E-137,-0.277062741,0.049,0.259,-0.21,9.19E-133,Neutrophils,PPP1R7
APMAP.4,4.57E-137,0.624677372,0.362,0.242,0.12,1.38E-132,Neutrophils,APMAP
PTPN12.8,4.66E-137,0.61424028,0.295,0.168,0.127,1.41E-132,Neutrophils,PTPN12
RNMT,6.85E-137,-0.263959713,0.058,0.276,-0.218,2.07E-132,Neutrophils,RNMT
PMP22.11,1.04E-136,-0.372823382,0.002,0.169,-0.167,3.15E-132,Neutrophils,PMP22
LILRB4.11,1.15E-136,-0.324431198,0.001,0.169,-0.168,3.47E-132,Neutrophils,LILRB4
MCTS1.2,1.19E-136,-0.269435452,0.041,0.245,-0.204,3.59E-132,Neutrophils,MCTS1
SNRPA,1.41E-136,-0.286766697,0.005,0.176,-0.171,4.27E-132,Neutrophils,SNRPA
MAGOH,1.47E-136,-0.279750529,0.087,0.327,-0.24,4.43E-132,Neutrophils,MAGOH
CCND2.7,1.84E-136,-0.362504432,0.024,0.212,-0.188,5.57E-132,Neutrophils,CCND2
MRPL32.1,2.48E-136,-0.279230737,0.007,0.18,-0.173,7.49E-132,Neutrophils,MRPL32
PBDC1,3.29E-136,-0.285269075,0.01,0.186,-0.176,9.94E-132,Neutrophils,PBDC1
RBM17.1,4.57E-136,-0.276136536,0.067,0.291,-0.224,1.38E-131,Neutrophils,RBM17
SCARB2.9,5.36E-136,-0.301985826,0.013,0.192,-0.179,1.62E-131,Neutrophils,SCARB2
RCAN3.5,6.22E-136,-0.34346529,0.002,0.17,-0.168,1.88E-131,Neutrophils,RCAN3
BTG3.2,9.28E-136,-0.324896992,0.003,0.171,-0.168,2.80E-131,Neutrophils,BTG3
VPS28.1,9.30E-136,-0.316327542,0.167,0.469,-0.302,2.81E-131,Neutrophils,VPS28
HAX1.2,1.00E-135,-0.281253897,0.067,0.291,-0.224,3.02E-131,Neutrophils,HAX1
VKORC1.3,1.12E-135,-0.283669446,0.051,0.262,-0.211,3.37E-131,Neutrophils,VKORC1
AC020911.2.1,1.19E-135,0.307475146,0.103,0.027,0.076,3.60E-131,Neutrophils,AC020911.2
KBTBD7,1.36E-135,0.353212206,0.123,0.037,0.086,4.09E-131,Neutrophils,KBTBD7
VEGFB.4,1.53E-135,-0.335808239,0.009,0.182,-0.173,4.61E-131,Neutrophils,VEGFB
ZBTB34,2.34E-135,0.33770798,0.111,0.031,0.08,7.07E-131,Neutrophils,ZBTB34
POP5.1,4.91E-135,-0.290878988,0.002,0.168,-0.166,1.48E-130,Neutrophils,POP5
TMEM176A.12,7.85E-135,-0.348024405,0.002,0.168,-0.166,2.37E-130,Neutrophils,TMEM176A
HCFC1R1.1,1.01E-134,-0.282016878,0.011,0.186,-0.175,3.05E-130,Neutrophils,HCFC1R1
EIF2S1,1.03E-134,-0.275157611,0.014,0.191,-0.177,3.12E-130,Neutrophils,EIF2S1
DENND2D.7,1.90E-134,-0.330366866,0.027,0.215,-0.188,5.74E-130,Neutrophils,DENND2D
ELAVL1,2.01E-134,-0.274993986,0.027,0.215,-0.188,6.05E-130,Neutrophils,ELAVL1
CYB5B.1,2.59E-134,-0.284950553,0.016,0.195,-0.179,7.82E-130,Neutrophils,CYB5B
MRPL9,2.94E-134,-0.282764023,0.003,0.169,-0.166,8.87E-130,Neutrophils,MRPL9
SET.4,4.21E-134,-0.358966702,0.197,0.504,-0.307,1.27E-129,Neutrophils,SET
COMMD4,1.24E-133,-0.270526354,0.009,0.182,-0.173,3.75E-129,Neutrophils,COMMD4
MVP.1,1.50E-133,0.59953639,0.338,0.219,0.119,4.54E-129,Neutrophils,MVP
ABCE1.1,1.71E-133,-0.289637777,0.002,0.166,-0.164,5.16E-129,Neutrophils,ABCE1
ENO1.4,2.38E-133,-0.386016019,0.304,0.659,-0.355,7.18E-129,Neutrophils,ENO1
MAP3K11,2.99E-133,0.567581271,0.259,0.135,0.124,9.03E-129,Neutrophils,MAP3K11
TMEM141.1,3.02E-133,-0.27047706,0.012,0.187,-0.175,9.11E-129,Neutrophils,TMEM141
GNL3.2,3.20E-133,-0.283341221,0.005,0.173,-0.168,9.67E-129,Neutrophils,GNL3
NBEAL1.1,3.43E-133,-0.316982645,0.008,0.178,-0.17,1.03E-128,Neutrophils,NBEAL1
COPS3,3.99E-133,-0.271142326,0.012,0.187,-0.175,1.20E-128,Neutrophils,COPS3
SMIM7.1,4.95E-133,-0.271471384,0.045,0.248,-0.203,1.49E-128,Neutrophils,SMIM7
C16orf72,5.05E-133,0.515172351,0.218,0.101,0.117,1.52E-128,Neutrophils,C16orf72
CWC15.2,5.22E-133,-0.266092535,0.078,0.308,-0.23,1.58E-128,Neutrophils,CWC15
DGCR2,5.29E-133,0.45356221,0.177,0.07,0.107,1.60E-128,Neutrophils,DGCR2
ASNA1,6.38E-133,-0.261082105,0.033,0.226,-0.193,1.93E-128,Neutrophils,ASNA1
MAF1.1,7.34E-133,-0.272002862,0.069,0.291,-0.222,2.22E-128,Neutrophils,MAF1
MPHOSPH6,8.23E-133,-0.28461891,0.005,0.172,-0.167,2.48E-128,Neutrophils,MPHOSPH6
MTHFD2.1,1.07E-132,-0.276479316,0.025,0.21,-0.185,3.22E-128,Neutrophils,MTHFD2
RPS19BP1.1,2.01E-132,-0.281836988,0.106,0.357,-0.251,6.06E-128,Neutrophils,RPS19BP1
GUSB.2,2.10E-132,-0.282836035,0.026,0.211,-0.185,6.34E-128,Neutrophils,GUSB
OTUD6B-AS1.3,2.11E-132,-0.303272481,0.026,0.212,-0.186,6.35E-128,Neutrophils,OTUD6B-AS1
MRPL42,3.47E-132,-0.277788998,0.009,0.179,-0.17,1.05E-127,Neutrophils,MRPL42
RALBP1,3.60E-132,0.60900181,0.348,0.231,0.117,1.09E-127,Neutrophils,RALBP1
STARD7.2,6.09E-132,-0.274645652,0.013,0.186,-0.173,1.84E-127,Neutrophils,STARD7
SCPEP1.9,6.13E-132,-0.319996786,0.045,0.245,-0.2,1.85E-127,Neutrophils,SCPEP1
BLVRB.9,8.60E-132,-0.337615646,0.051,0.255,-0.204,2.59E-127,Neutrophils,BLVRB
ODC1.4,8.64E-132,-0.303044596,0.011,0.183,-0.172,2.61E-127,Neutrophils,ODC1
SDHA.1,1.09E-131,-0.274889969,0.022,0.204,-0.182,3.28E-127,Neutrophils,SDHA
FBP1.9,1.46E-131,-0.425085474,0.03,0.214,-0.184,4.39E-127,Neutrophils,FBP1
COQ7,1.98E-131,0.480219265,0.182,0.074,0.108,5.98E-127,Neutrophils,COQ7
TTC39C.2,2.13E-131,-0.32930309,0.006,0.172,-0.166,6.43E-127,Neutrophils,TTC39C
MPLKIP,6.34E-131,-0.261909978,0.043,0.242,-0.199,1.91E-126,Neutrophils,MPLKIP
TXNL4A.2,6.54E-131,-0.27418912,0.043,0.242,-0.199,1.97E-126,Neutrophils,TXNL4A
LINC01410,6.69E-131,0.325206718,0.106,0.03,0.076,2.02E-126,Neutrophils,LINC01410
IDH3G.1,8.03E-131,-0.261713779,0.051,0.257,-0.206,2.42E-126,Neutrophils,IDH3G
ITM2C.9,8.64E-131,-0.410012676,0.004,0.167,-0.163,2.61E-126,Neutrophils,ITM2C
PFDN6,1.54E-130,-0.265427935,0.019,0.197,-0.178,4.63E-126,Neutrophils,PFDN6
SIT1.11,1.81E-130,-0.363372572,0.001,0.162,-0.161,5.45E-126,Neutrophils,SIT1
IGBP1.1,2.43E-130,-0.272600472,0.064,0.28,-0.216,7.32E-126,Neutrophils,IGBP1
ARL2BP,3.04E-130,-0.271730552,0.015,0.19,-0.175,9.19E-126,Neutrophils,ARL2BP
LAP3.6,4.05E-130,-0.282659131,0.051,0.255,-0.204,1.22E-125,Neutrophils,LAP3
TRAPPC5.2,4.13E-130,-0.306123271,0.028,0.212,-0.184,1.25E-125,Neutrophils,TRAPPC5
COA6,5.40E-130,-0.263718249,0.015,0.188,-0.173,1.63E-125,Neutrophils,COA6
FAM45A.1,5.77E-130,0.570548322,0.274,0.151,0.123,1.74E-125,Neutrophils,FAM45A
RIT1,1.02E-129,0.559313206,0.272,0.149,0.123,3.06E-125,Neutrophils,RIT1
SPATS2L.3,1.03E-129,-0.2923376,0.007,0.173,-0.166,3.12E-125,Neutrophils,SPATS2L
IFI27.4,1.09E-129,-0.420118051,0.019,0.194,-0.175,3.27E-125,Neutrophils,IFI27
DHRS3.4,1.16E-129,-0.307588243,0.004,0.166,-0.162,3.50E-125,Neutrophils,DHRS3
SDHD,1.72E-129,-0.264875446,0.081,0.31,-0.229,5.20E-125,Neutrophils,SDHD
ARL1.1,2.02E-129,-0.265470211,0.005,0.169,-0.164,6.08E-125,Neutrophils,ARL1
ATOX1.7,2.47E-129,-0.322569956,0.1,0.339,-0.239,7.45E-125,Neutrophils,ATOX1
EIF3A.3,2.73E-129,-0.286584193,0.112,0.365,-0.253,8.23E-125,Neutrophils,EIF3A
DCTN3.2,3.19E-129,-0.268969301,0.071,0.291,-0.22,9.62E-125,Neutrophils,DCTN3
AP1S2.11,3.85E-129,-0.319767695,0.095,0.328,-0.233,1.16E-124,Neutrophils,AP1S2
GGCT,4.48E-129,-0.262121121,0.003,0.165,-0.162,1.35E-124,Neutrophils,GGCT
DUSP2.7,6.05E-129,-0.416602977,0.076,0.288,-0.212,1.83E-124,Neutrophils,DUSP2
CCDC91,6.34E-129,-0.281892847,0.008,0.173,-0.165,1.91E-124,Neutrophils,CCDC91
PPP3R1,6.39E-129,0.541759019,0.248,0.127,0.121,1.93E-124,Neutrophils,PPP3R1
ARL4A.1,8.08E-129,-0.298990722,0.006,0.17,-0.164,2.44E-124,Neutrophils,ARL4A
VPS13C.2,1.03E-128,-0.304804976,0.067,0.281,-0.214,3.10E-124,Neutrophils,VPS13C
GZMB.12,1.07E-128,-0.58806672,0.004,0.164,-0.16,3.22E-124,Neutrophils,GZMB
AREG.9,1.26E-128,-0.477640313,0.005,0.166,-0.161,3.80E-124,Neutrophils,AREG
ACADM.2,1.61E-128,-0.266996052,0.004,0.166,-0.162,4.86E-124,Neutrophils,ACADM
HLX,1.65E-128,0.403100302,0.135,0.045,0.09,4.98E-124,Neutrophils,HLX
PPP1R2.3,1.73E-128,-0.288746458,0.137,0.404,-0.267,5.22E-124,Neutrophils,PPP1R2
CSTB.11,1.73E-128,-0.487787597,0.319,0.629,-0.31,5.23E-124,Neutrophils,CSTB
UQCRC1.2,1.79E-128,-0.257111633,0.062,0.274,-0.212,5.41E-124,Neutrophils,UQCRC1
POLR2H.1,2.04E-128,-0.263435602,0.007,0.172,-0.165,6.17E-124,Neutrophils,POLR2H
KLHL21,2.69E-128,0.377581624,0.136,0.046,0.09,8.11E-124,Neutrophils,KLHL21
UBE3A.1,3.12E-128,-0.272931566,0.021,0.198,-0.177,9.40E-124,Neutrophils,UBE3A
SARS.2,3.23E-128,-0.269578105,0.049,0.25,-0.201,9.73E-124,Neutrophils,SARS
SNRPN.1,3.95E-128,-0.309289292,0.001,0.159,-0.158,1.19E-123,Neutrophils,SNRPN
POLE3,6.79E-128,-0.272602097,0.018,0.192,-0.174,2.05E-123,Neutrophils,POLE3
TSPAN3.3,6.98E-128,-0.268726316,0.007,0.171,-0.164,2.11E-123,Neutrophils,TSPAN3
NARS.1,8.32E-128,-0.27194407,0.055,0.26,-0.205,2.51E-123,Neutrophils,NARS
SND1.2,9.52E-128,-0.257724888,0.012,0.181,-0.169,2.87E-123,Neutrophils,SND1
BDP1,1.56E-127,-0.289794421,0.028,0.21,-0.182,4.71E-123,Neutrophils,BDP1
KARS,1.71E-127,-0.257483646,0.027,0.208,-0.181,5.15E-123,Neutrophils,KARS
RASSF4.9,1.73E-127,-0.305406562,0.006,0.168,-0.162,5.22E-123,Neutrophils,RASSF4
MAP2K1.2,1.90E-127,-0.262779928,0.034,0.222,-0.188,5.73E-123,Neutrophils,MAP2K1
LGMN.11,2.15E-127,-0.380407212,0.004,0.163,-0.159,6.49E-123,Neutrophils,LGMN
THYN1,2.62E-127,-0.267161966,0.018,0.192,-0.174,7.91E-123,Neutrophils,THYN1
PPIE,3.39E-127,-0.269008908,0.003,0.162,-0.159,1.02E-122,Neutrophils,PPIE
ZSWIM7,6.46E-127,-0.263735581,0.008,0.172,-0.164,1.95E-122,Neutrophils,ZSWIM7
BID.3,9.76E-127,0.591765851,0.326,0.209,0.117,2.94E-122,Neutrophils,BID
EXTL3,1.01E-126,0.323089537,0.105,0.03,0.075,3.05E-122,Neutrophils,EXTL3
CKS2.1,1.11E-126,-0.298802861,0.019,0.193,-0.174,3.35E-122,Neutrophils,CKS2
APLP2.13,1.22E-126,0.47204361,0.49,0.385,0.105,3.68E-122,Neutrophils,APLP2
ALDH2.12,1.40E-126,-0.325590649,0.035,0.22,-0.185,4.24E-122,Neutrophils,ALDH2
RHOF.3,1.57E-126,-0.312496959,0.028,0.209,-0.181,4.73E-122,Neutrophils,RHOF
SMIM4,1.58E-126,-0.263209619,0.003,0.162,-0.159,4.76E-122,Neutrophils,SMIM4
TMX1.1,1.69E-126,-0.255624439,0.035,0.223,-0.188,5.09E-122,Neutrophils,TMX1
DCTN6,1.75E-126,-0.260134244,0.012,0.179,-0.167,5.28E-122,Neutrophils,DCTN6
SLC25A36.1,2.01E-126,-0.269863928,0.009,0.172,-0.163,6.07E-122,Neutrophils,SLC25A36
CCNG1,2.04E-126,-0.277396459,0.017,0.188,-0.171,6.14E-122,Neutrophils,CCNG1
COMMD8,2.20E-126,-0.261224082,0.041,0.233,-0.192,6.65E-122,Neutrophils,COMMD8
GPAT3.2,2.53E-126,0.406157351,0.153,0.056,0.097,7.63E-122,Neutrophils,GPAT3
CCDC50.3,2.97E-126,-0.269916432,0.002,0.16,-0.158,8.96E-122,Neutrophils,CCDC50
NECAP2,5.71E-126,-0.263928228,0.057,0.263,-0.206,1.72E-121,Neutrophils,NECAP2
TIMM17A.1,5.84E-126,-0.250041975,0.017,0.188,-0.171,1.76E-121,Neutrophils,TIMM17A
CDK2AP2.4,6.57E-126,-0.278335847,0.057,0.261,-0.204,1.98E-121,Neutrophils,CDK2AP2
NSMCE3.1,7.27E-126,-0.293289281,0.002,0.159,-0.157,2.19E-121,Neutrophils,NSMCE3
SERPINB9.1,9.47E-126,-0.30772212,0.036,0.222,-0.186,2.86E-121,Neutrophils,SERPINB9
BABAM1,1.10E-125,-0.257705438,0.017,0.188,-0.171,3.32E-121,Neutrophils,BABAM1
LPIN1.2,1.38E-125,-0.303974151,0.003,0.16,-0.157,4.16E-121,Neutrophils,LPIN1
CTNNBL1.1,1.42E-125,-0.268133415,0.015,0.185,-0.17,4.27E-121,Neutrophils,CTNNBL1
IMMT,1.76E-125,-0.258078028,0.016,0.186,-0.17,5.31E-121,Neutrophils,IMMT
ADI1.3,2.45E-125,-0.263603257,0.033,0.217,-0.184,7.39E-121,Neutrophils,ADI1
EXOSC8.1,2.67E-125,-0.273968771,0.003,0.16,-0.157,8.07E-121,Neutrophils,EXOSC8
GALM.2,2.86E-125,-0.287190355,0.01,0.175,-0.165,8.63E-121,Neutrophils,GALM
IDH3B,3.23E-125,-0.250934219,0.025,0.203,-0.178,9.75E-121,Neutrophils,IDH3B
AAMP,3.54E-125,-0.252449921,0.015,0.183,-0.168,1.07E-120,Neutrophils,AAMP
CREM.5,5.15E-125,-0.330145776,0.078,0.292,-0.214,1.55E-120,Neutrophils,CREM
ICAM2.3,5.20E-125,-0.290278831,0.003,0.159,-0.156,1.57E-120,Neutrophils,ICAM2
TTC37.1,5.48E-125,-0.270810806,0.004,0.161,-0.157,1.65E-120,Neutrophils,TTC37
ATP1B1.1,6.78E-125,-0.305474248,0.003,0.159,-0.156,2.05E-120,Neutrophils,ATP1B1
BCL2.2,6.79E-125,-0.321601812,0.002,0.157,-0.155,2.05E-120,Neutrophils,BCL2
JOSD2,6.92E-125,-0.254816191,0.021,0.195,-0.174,2.09E-120,Neutrophils,JOSD2
TNFSF12.2,7.15E-125,-0.293306374,0.021,0.195,-0.174,2.16E-120,Neutrophils,TNFSF12
